pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment
CH,9/27/2019,78.8,-3.2678,5.2047,Jose Berrios,656811,621244,null,ball,,,,,13,null,R,L,R,KC,MIN,B,null,null,0,1,2019,-1.1463,-0.2276,-1.9252,1.6981,null,null,null,1,4,Bot,null,null,,,553902,,190928_014016,4.9739,-114.6616,-0.4253,-10.8699,19.8925,-34.3091,3.3967,1.5852,null,null,null,78.479,1482,5.927,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.5721,null,null,null,null,null,null,null,37,2,Changeup,1,6,1,6,6,1,1,6,Standard,Strategic
CH,9/27/2019,81.5,-3.2497,5.1547,Jose Berrios,656811,621244,null,called_strike,,,,,13,null,R,L,R,KC,MIN,S,null,null,0,0,2019,-0.9767,-0.235,-0.9006,1.7997,null,null,null,1,4,Bot,null,null,,,553902,,190928_014004,7.1888,-118.564,-0.5454,-10.5727,20.6127,-34.5104,3.3717,1.7107,null,null,null,82.103,1499,6.507,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,53.9929,null,null,null,null,null,null,null,37,1,Changeup,1,6,1,6,6,1,1,6,Standard,Strategic
FT,9/27/2019,93.8,-3.0852,5.5321,Jose Berrios,643436,621244,field_out,hit_into_play,,,,,11,"Ryan McBroom grounds out, second baseman Jonathan Schoop to first baseman C.  J. Cron.  ",R,R,R,KC,MIN,X,4,ground_ball,3,2,2019,-1.0802,0.43,-1.0374,2.712,null,null,null,0,4,Bot,138.28,159.08,,,553902,,190928_013937,7.6747,-136.5308,-2.5762,-15.0911,26.6612,-26.4539,3.44,1.62,107,51.6,18.3,94.26,2018,6.292,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.2078,0.18,0.156,0,1,0,0,1,36,7,2-Seam Fastball,1,6,1,6,6,1,1,6,Standard,Standard
CU,9/27/2019,83.7,-3.1192,5.2812,Jose Berrios,643436,621244,null,ball,,,,,14,null,R,R,R,KC,MIN,B,null,null,2,2,2019,1.1483,-0.4163,1.313,0.9154,null,null,null,0,4,Bot,null,null,,,553902,,190928_013914,7.9369,-121.6928,-2.8511,9.8052,22.6121,-35.9583,3.4367,1.5852,null,null,null,83.244,2337,5.915,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.5845,null,null,null,null,null,null,null,36,6,Curveball,1,6,1,6,6,1,1,6,Standard,Standard
CU,9/27/2019,83.8,-3.2019,5.3375,Jose Berrios,643436,621244,null,foul,,,,,14,null,R,R,R,KC,MIN,S,null,null,2,2,2019,1.2865,-0.3082,0.5947,1.0669,null,null,null,0,4,Bot,null,null,,,553902,,190928_013854,6.2302,-121.9318,-2.8841,11.5867,22.2444,-34.9136,3.44,1.62,null,null,null,83.535,2306,5.957,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.5425,null,null,null,null,null,null,null,36,5,Curveball,1,6,1,6,6,1,1,6,Standard,Standard
FF,9/27/2019,93.6,-3.1674,5.4546,Jose Berrios,643436,621244,null,foul,,,,,11,null,R,R,R,KC,MIN,S,null,null,2,1,2019,-0.9537,1.0438,-1.1881,2.884,null,null,null,0,4,Bot,null,null,,,553902,,190928_013830,7.3092,-136.2789,-3.3135,-13.5917,27.0719,-18.404,3.44,1.62,142,52.3,44.2,94.833,2101,6.762,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,53.7379,null,null,null,null,null,null,null,36,4,4-Seam Fastball,1,6,1,6,6,1,1,6,Standard,Standard
CU,9/27/2019,83,-3.1627,5.3613,Jose Berrios,643436,621244,null,ball,,,,,14,null,R,R,R,KC,MIN,B,null,null,1,1,2019,1.612,-0.2063,2.3177,1.1052,null,null,null,0,4,Bot,null,null,,,553902,,190928_013807,9.335,-120.5029,-2.8289,13.5993,22.7051,-33.8497,3.4367,1.6496,null,null,null,81.957,2405,5.646,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.8537,null,null,null,null,null,null,null,36,3,Curveball,1,6,1,6,6,1,1,6,Standard,Standard
FF,9/27/2019,94.3,-2.9217,5.5645,Jose Berrios,643436,621244,null,ball,,,,,12,null,R,R,R,KC,MIN,B,null,null,0,1,2019,-0.8801,1.1489,1.6015,2.8539,null,null,null,0,4,Bot,null,null,,,553902,,190928_013754,13.6134,-136.6325,-3.853,-13.7908,27.7909,-17.2081,3.375,1.5852,null,null,null,94.019,2234,6.19,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.3097,null,null,null,null,null,null,null,36,2,4-Seam Fastball,1,6,1,6,6,1,1,6,Standard,Standard
FF,9/27/2019,93.8,-3.1239,5.4542,Jose Berrios,643436,621244,null,swinging_strike,,,,,1,null,R,R,R,KC,MIN,S,null,null,0,0,2019,-0.9054,1.0283,-0.4996,3.1381,null,null,null,0,4,Bot,null,null,,,553902,,190928_013739,8.7289,-136.394,-2.5251,-13.0597,28.2762,-19.0873,3.44,1.62,null,null,null,93.641,2225,6.107,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.3926,null,null,null,null,null,null,null,36,1,4-Seam Fastball,1,6,1,6,6,1,1,6,Standard,Standard
FF,9/27/2019,94.5,-3.0577,5.5787,Jose Berrios,460086,621244,field_out,hit_into_play,,,,,5,Alex Gordon flies out to center fielder Ryan LaMarre.  ,R,L,R,KC,MIN,X,8,fly_ball,0,1,2019,-0.806,1.0289,-0.0029,2.9069,null,null,624585,2,3,Bot,130.9,36.73,,,553902,,190928_012932,9.685,-137.4401,-3.6004,-12.0453,25.7282,-18.631,3.56,1.72,383,94,30,94.681,2224,6.079,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.4207,0.235,0.374,0,1,0,0,3,31,2,4-Seam Fastball,1,6,1,6,6,1,1,6,Standard,Standard
CH,9/27/2019,83.3,-3.2229,5.2451,Jose Berrios,460086,621244,null,swinging_strike,,,,,13,null,R,L,R,KC,MIN,S,null,null,0,0,2019,-1.1186,-0.0988,-1.347,1.579,null,null,624585,2,3,Bot,null,null,,,553902,,190928_012903,6.3813,-121.1174,-1.8379,-11.9725,20.523,-33.037,3.35,1.6,null,null,null,82.893,1611,5.768,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.7318,null,null,null,null,null,null,null,31,1,Changeup,1,6,1,6,6,1,1,6,Standard,Standard
CU,9/27/2019,83.7,-3.1644,5.358,Jose Berrios,641531,621244,strikeout,swinging_strike,,,,,14,Hunter Dozier strikes out swinging.  ,R,R,R,KC,MIN,S,2,null,2,2,2019,1.211,0.0023,0.3423,1.1771,null,null,624585,1,3,Bot,null,null,,,553902,,190928_012833,5.6953,-121.7617,-3.2405,10.7491,22.002,-31.8017,3.42,1.65,null,null,null,82.818,2413,5.539,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.9607,null,null,0,1,0,0,null,30,5,Curveball,1,6,1,6,6,1,1,6,Standard,Standard
CU,9/27/2019,84.1,-3.2335,5.3748,Jose Berrios,641531,621244,null,ball,,,,,14,null,R,R,R,KC,MIN,B,null,null,1,2,2019,0.9804,0.1331,0.1437,1.3185,null,null,624585,1,3,Bot,null,null,,,553902,,190928_012810,5.8697,-122.3134,-3.3066,8.6869,21.3465,-30.4966,3.4167,1.6496,null,null,null,83.599,2426,5.732,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.7679,null,null,null,null,null,null,null,30,4,Curveball,1,6,1,6,6,1,1,6,Standard,Standard
FF,9/27/2019,95.5,-3.0422,5.5735,Jose Berrios,641531,621244,null,ball,,,,,14,null,R,R,R,KC,MIN,B,null,null,0,2,2019,-0.8779,1.0443,1.5929,2.054,null,null,624585,1,3,Bot,null,null,,,553902,,190928_012751,14.0272,-138.3426,-5.9366,-13.9508,26.3485,-17.8217,3.4167,1.6174,null,null,null,95.245,2075,6.065,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.434,null,null,null,null,null,null,null,30,3,4-Seam Fastball,1,6,1,6,6,1,1,6,Standard,Standard
CH,9/27/2019,85,-3.0935,5.2674,Jose Berrios,641531,621244,null,foul,,,,,13,null,R,R,R,KC,MIN,S,null,null,0,1,2019,-1.0211,0.5267,-0.168,1.4821,null,null,624585,1,3,Bot,null,null,,,553902,,190928_012715,8.9032,-123.5494,-3.7009,-12.0576,20.0327,-26.2721,3.42,1.65,152,99.3,9.7,85.7,1467,6.389,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.1102,null,null,null,null,null,null,null,30,2,Changeup,1,6,1,6,6,1,1,6,Infield shift,Standard
FT,9/27/2019,93.8,-3.1149,5.4335,Jose Berrios,641531,621244,null,called_strike,,,,,8,null,R,R,R,KC,MIN,S,null,null,0,0,2019,-1.2435,0.3629,0.1715,2.131,null,null,624585,1,3,Bot,null,null,,,553902,,190928_012655,11.2508,-136.2897,-3.6781,-17.7975,25.5016,-27.0864,3.4167,1.6496,null,null,null,94.415,1999,6.4,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.0991,null,null,null,null,null,null,null,30,1,2-Seam Fastball,1,6,1,6,6,1,1,6,Infield shift,Standard
FF,9/27/2019,95.8,-3.0409,5.5587,Jose Berrios,624585,621244,single,hit_into_play_no_out,,,,,5,Jorge Soler singles on a ground ball to center fielder Ryan LaMarre.  ,R,R,R,KC,MIN,X,8,ground_ball,1,1,2019,-0.815,0.944,-0.1638,2.5121,null,null,null,1,3,Bot,105.37,105.72,,,553902,,190928_012617,9.347,-139.2136,-4.576,-12.364,26.4021,-19.2348,3.42,1.65,102,95.9,5.2,95.789,2137,6.014,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.4858,0.545,0.486,0.9,1,1,0,4,29,3,4-Seam Fastball,1,6,1,6,6,1,1,6,Infield shift,Strategic
CU,9/27/2019,83.8,-3.2389,5.3693,Jose Berrios,624585,621244,null,called_strike,,,,,7,null,R,R,R,KC,MIN,S,null,null,1,0,2019,1.2172,-0.3441,-0.5891,2.2173,null,null,null,1,3,Bot,null,null,,,553902,,190928_012556,3.7392,-121.9574,-0.2652,11.2355,22.1001,-35.7258,3.5354,1.6496,null,null,null,83.083,2330,5.63,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.8694,null,null,null,null,null,null,null,29,2,Curveball,1,6,1,6,6,1,1,6,Infield shift,Strategic
FF,9/27/2019,94.7,-2.9958,5.6286,Jose Berrios,624585,621244,null,ball,,,,,11,null,R,R,R,KC,MIN,B,null,null,0,0,2019,-0.706,0.8423,-1.2977,4.6396,null,null,null,1,3,Bot,null,null,,,553902,,190928_012541,6.0157,-137.8689,1.1479,-10.2617,27.0137,-21.7513,3.6067,1.714,null,null,null,95.321,2048,6.358,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.1416,null,null,null,null,null,null,null,29,1,4-Seam Fastball,1,6,1,6,6,1,1,6,Infield shift,Strategic
FT,9/27/2019,92.3,-3.0396,5.4602,Jose Berrios,593160,621244,field_out,hit_into_play,,,,,7,"Whit Merrifield grounds out, shortstop Ronald Torreyes to first baseman C.  J. Cron.  ",R,R,R,KC,MIN,X,6,ground_ball,0,1,2019,-1.3599,0.3909,-0.4889,1.8512,null,null,null,0,3,Bot,106.77,146.13,,,553902,,190928_012509,9.4387,-134.2009,-4.2559,-18.3742,26.0835,-26.7857,3.34,1.56,22,88.6,-3,92.672,2049,6.329,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.1709,0.26,0.216,0,1,0,0,2,28,2,2-Seam Fastball,1,6,1,6,6,1,1,6,Standard,Standard
CU,9/27/2019,82.2,-3.2915,5.4006,Jose Berrios,593160,621244,null,called_strike,,,,,7,null,R,R,R,KC,MIN,S,null,null,0,0,2019,0.9735,-0.6533,-0.6346,1.6618,null,null,null,0,3,Bot,null,null,,,553902,,190928_012454,4.1349,-119.6128,-0.7527,8.3792,21.5286,-38.401,3.3108,1.4885,null,null,null,81.287,2314,5.52,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.9798,null,null,null,null,null,null,null,28,1,Curveball,1,6,1,6,6,1,1,6,Standard,Standard
FF,9/27/2019,95,-2.9603,5.4966,Jose Berrios,621433,621244,strikeout,foul_tip,,,,,4,Brett Phillips strikes out on a foul tip.  ,R,L,R,KC,MIN,S,2,null,3,2,2019,-0.8404,0.809,-0.5957,2.332,670032,null,null,2,2,Bot,null,null,,,553902,,190928_011631,8.0812,-138.3148,-4.5345,-12.4289,26.0255,-21.002,3.37,1.62,null,null,null,95.752,2126,6.346,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.1536,null,null,0,1,0,0,null,22,7,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard
CU,9/27/2019,83.4,-2.9601,5.4064,Jose Berrios,621433,621244,null,ball,,,,,14,null,R,L,R,KC,MIN,B,null,null,2,2,2019,1.0249,-0.0309,1.3173,2.2184,670032,null,null,2,2,Bot,null,null,,,553902,,190928_011611,7.7733,-121.2064,-0.8553,8.5204,21.9194,-32.5483,3.3667,1.6496,null,null,null,82.651,2298,5.692,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.8075,null,null,null,null,null,null,null,22,6,Curveball,1,4,1,4,4,1,1,4,Standard,Standard
FF,9/27/2019,96.2,-2.9221,5.5955,Jose Berrios,621433,621244,null,foul,,,,,3,null,R,L,R,KC,MIN,S,null,null,2,2,2019,-0.7755,1.1461,0.4396,3.1959,670032,null,null,2,2,Bot,null,null,,,553902,,190928_011546,10.7037,-139.7535,-3.424,-12.4736,28.6009,-16.464,3.37,1.62,null,null,null,96.769,2102,6.499,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54,null,null,null,null,null,null,null,22,5,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard
FF,9/27/2019,94.7,-3.0342,5.5459,Jose Berrios,621433,621244,null,called_strike,,,,,6,null,R,L,R,KC,MIN,S,null,null,2,1,2019,-0.7382,1.2221,0.5168,2.6376,670032,null,null,2,2,Bot,null,null,,,553902,,190928_011519,10.9309,-137.5555,-4.7048,-11.5954,26.464,-15.7354,3.4712,1.7462,null,null,null,95.308,2127,6.444,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.0551,null,null,null,null,null,null,null,22,4,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard
FF,9/27/2019,93.3,-3.1853,5.4623,Jose Berrios,621433,621244,null,called_strike,,,,,7,null,R,L,R,KC,MIN,S,null,null,2,0,2019,-0.8848,1.1001,-0.6902,1.9566,670032,null,null,2,2,Bot,null,null,,,553902,,190928_011501,8.392,-135.7519,-5.7827,-12.6557,25.0048,-17.4714,3.3667,1.5852,null,null,null,94.187,1956,6.463,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.0368,null,null,null,null,null,null,null,22,3,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard
CH,9/27/2019,82.4,-3.1912,5.2978,Jose Berrios,621433,621244,null,ball,,,,,13,null,R,L,R,KC,MIN,B,null,null,1,0,2019,-1.1924,-0.0913,-1.5233,1.9342,670032,null,null,2,2,Bot,null,null,,,553902,,190928_011435,6.0383,-119.8746,-0.9942,-12.501,21.1625,-33.0861,3.3667,1.5852,null,null,null,82.266,1568,6.019,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.48,null,null,null,null,null,null,null,22,2,Changeup,1,4,1,4,4,1,1,4,Standard,Standard
CH,9/27/2019,82.1,-3.2518,5.2508,Jose Berrios,621433,621244,null,ball,,,,,13,null,R,L,R,KC,MIN,B,null,null,0,0,2019,-1.1225,-0.3898,-1.8571,2.1322,670032,null,null,2,2,Bot,null,null,,,553902,,190928_011418,5.257,-119.4749,0.1918,-11.5963,21.9413,-36.1259,3.3667,1.5207,null,null,null,81.738,1541,5.936,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.5631,null,null,null,null,null,null,null,22,1,Changeup,1,4,1,4,4,1,1,4,Standard,Standard
CH,9/27/2019,83.8,-3.0326,5.2111,Jose Berrios,650619,621244,strikeout,swinging_strike_blocked,,,,,13,"Meibrys Viloria strikes out swinging, catcher Willians Astudillo to first baseman C.  J. Cron.  ",R,L,R,KC,MIN,S,2,null,3,2,2019,-0.9415,0.0444,-0.2754,0.5993,670032,null,null,1,2,Bot,null,null,,,553902,,190928_011348,8.2121,-121.7964,-4.3636,-10.8821,21.8041,-31.147,3.24,1.51,null,null,null,84.012,1532,6.297,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.2029,null,null,0,1,0,0,null,21,6,Changeup,1,4,1,4,4,1,1,4,Standard,Standard
CH,9/27/2019,81.9,-3.1577,5.1822,Jose Berrios,650619,621244,null,called_strike,,,,,7,null,R,L,R,KC,MIN,S,null,null,3,1,2019,-0.9613,-0.2528,-0.6629,1.8787,670032,null,null,1,2,Bot,null,null,,,553902,,190928_011319,7.5175,-119.1319,-0.4433,-10.5877,21.4292,-34.7175,3.1824,1.3596,null,null,null,82.359,1430,6.476,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.0239,null,null,null,null,null,null,null,21,5,Changeup,1,4,1,4,4,1,1,4,Standard,Standard
FF,9/27/2019,91.7,-3.1422,5.4783,Jose Berrios,650619,621244,null,called_strike,,,,,4,null,R,L,R,KC,MIN,S,null,null,3,0,2019,-0.8903,1.0741,-0.4439,2.0147,670032,null,null,1,2,Bot,null,null,,,553902,,190928_011302,8.6944,-133.3354,-5.2242,-12.3023,25.8427,-18.5552,3.1182,1.3596,null,null,null,91.751,1982,6.142,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.3573,null,null,null,null,null,null,null,21,4,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard
FT,9/27/2019,94,-2.8661,5.4631,Jose Berrios,650619,621244,null,ball,,,,,14,null,R,L,R,KC,MIN,B,null,null,2,0,2019,-1.2816,0.4626,1.5443,1.3196,null,null,670032,1,2,Bot,null,null,,,553902,,190928_011215,14.2883,-136.2634,-6.1048,-18.8571,24.6075,-25.3656,3.2145,1.4563,null,null,null,94.733,2101,6.53,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,53.9698,null,null,null,null,null,null,null,21,3,2-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard
CH,9/27/2019,82,-3.2289,5.2971,Jose Berrios,650619,621244,null,ball,,,,,13,null,R,L,R,KC,MIN,B,null,null,1,0,2019,-1.1197,0.0202,-1.319,1.5399,null,null,670032,1,2,Bot,null,null,,,553902,,190928_011154,6.4042,-119.3215,-2.0504,-11.7246,20.027,-31.842,3.3108,1.5529,null,null,null,81.938,1642,5.964,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.5359,null,null,null,null,null,null,null,21,2,Changeup,1,4,1,4,4,1,1,4,Standard,Standard
FF,9/27/2019,91.9,-3.0217,5.4203,Jose Berrios,650619,621244,null,ball,,,,,12,null,R,L,R,KC,MIN,B,null,null,0,0,2019,-0.9104,1.1442,1.4784,2.5106,null,null,670032,1,2,Bot,null,null,,,553902,,190928_011134,13.3725,-133.2312,-4.0387,-13.4782,24.7186,-17.783,3.2367,1.4885,null,null,null,92.375,2133,6.474,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.0255,null,null,null,null,null,null,null,21,1,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard
FF,9/27/2019,94.8,-3.2091,5.4881,Jose Berrios,670032,621244,walk,ball,,,,,11,Nicky Lopez walks.  ,R,L,R,KC,MIN,B,null,null,3,2,2019,-0.9424,0.9391,-1.5881,2.9704,null,null,null,1,2,Bot,null,null,,,553902,,190928_011057,6.3145,-138.0495,-3.0507,-13.3295,27.7449,-19.7438,3.0667,1.2628,null,null,null,95.049,2134,6.176,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.3231,null,null,0.7,1,0,0,null,20,7,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard
FF,9/27/2019,95.1,-3.1205,5.4499,Jose Berrios,670032,621244,null,foul,,,,,4,null,R,L,R,KC,MIN,S,null,null,3,2,2019,-1.0473,1.078,-0.539,2.1681,null,null,null,1,2,Bot,null,null,,,553902,,190928_011035,9.2299,-138.3677,-5.5111,-15.5855,27.224,-17.0856,3.07,1.36,195,77.8,20.7,96.389,2223,6.77,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,53.7292,null,null,null,null,null,null,null,20,6,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard
FF,9/27/2019,94.6,-2.8239,5.5375,Jose Berrios,670032,621244,null,ball,,,,,12,null,R,L,R,KC,MIN,B,null,null,2,2,2019,-1.0184,1.2084,1.0827,2.7519,null,null,null,1,2,Bot,null,null,,,553902,,190928_011014,12.5663,-137.2929,-4.3418,-15.7345,28.6134,-15.8881,3.0667,1.2951,null,null,null,95.378,2144,6.753,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,53.7462,null,null,null,null,null,null,null,20,5,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard
CH,9/27/2019,82.2,-3.2047,5.2917,Jose Berrios,670032,621244,null,foul_tip,,,,,11,null,R,L,R,KC,MIN,S,null,null,2,1,2019,-0.9838,0.4952,-1.1496,2.2927,null,null,null,1,2,Bot,null,null,,,553902,,190928_010954,6.5232,-119.6167,-1.251,-10.5886,21.4921,-27.4202,3.07,1.36,null,null,null,82.187,1702,6.126,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.3737,null,null,null,null,null,null,null,20,4,Changeup,1,4,1,4,4,1,1,4,Standard,Standard
FF,9/27/2019,93.3,-3.1539,5.5953,Jose Berrios,670032,621244,null,ball,,,,,11,null,R,L,R,KC,MIN,B,null,null,1,1,2019,-0.7558,1.0935,-0.1008,4.239,null,null,null,1,2,Bot,null,null,,,553902,,190928_010939,9.4343,-135.5866,-0.1412,-11.1534,26.8513,-18.921,3.0667,1.2628,null,null,null,93.114,2025,6.042,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.4576,null,null,null,null,null,null,null,20,3,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Standard
FT,9/27/2019,93.8,-3.0801,5.4525,Jose Berrios,670032,621244,null,ball,,,,,11,null,R,L,R,KC,MIN,B,null,null,0,1,2019,-1.4175,0.3227,-1.2709,2.996,null,null,null,1,2,Bot,null,null,,,553902,,190928_010903,7.817,-136.5672,-1.4022,-19.4088,26.8445,-28.0222,3.0667,1.2306,null,null,null,94.356,1997,6.345,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.1544,null,null,null,null,null,null,null,20,2,2-Seam Fastball,1,4,1,4,4,1,1,4,Strategic,Standard
FF,9/27/2019,94.2,-3.1087,5.5101,Jose Berrios,670032,621244,null,called_strike,,,,,2,null,R,L,R,KC,MIN,S,null,null,0,0,2019,-0.7758,1.1436,-0.111,2.5971,null,null,null,1,2,Bot,null,null,,,553902,,190928_010850,9.5807,-137.0378,-4.5381,-11.7439,24.9018,-16.7688,3.0667,1.2306,null,null,null,95.46,2138,6.639,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,53.8608,null,null,null,null,null,null,null,20,1,4-Seam Fastball,1,4,1,4,4,1,1,4,Strategic,Standard
FF,9/27/2019,94.9,-2.9369,5.6244,Jose Berrios,656811,621244,strikeout,swinging_strike,,,,,12,Ryan O'Hearn strikes out swinging.  ,R,L,R,KC,MIN,S,2,null,1,2,2019,-0.7027,1.0492,0.0609,3.7494,null,null,null,0,2,Bot,null,null,,,553902,,190928_010822,9.4866,-138.1016,-1.7084,-10.9452,25.5086,-18.2981,3.4,1.62,null,null,null,96.154,2083,6.627,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,53.8722,null,null,0,1,0,0,null,19,4,4-Seam Fastball,1,4,1,4,4,1,1,4,Strategic,Strategic
FF,9/27/2019,94,-3.1131,5.5163,Jose Berrios,656811,621244,null,swinging_strike,,,,,1,null,R,L,R,KC,MIN,S,null,null,1,1,2019,-0.7313,1.0516,-0.7738,3.1624,null,null,null,0,2,Bot,null,null,,,553902,,190928_010759,7.748,-136.8456,-2.8429,-10.8197,25.229,-18.3125,3.4,1.62,null,null,null,95.264,2086,6.632,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,53.8678,null,null,null,null,null,null,null,19,3,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Strategic
FF,9/27/2019,94.4,-3.0744,5.5264,Jose Berrios,656811,621244,null,foul,,,,,4,null,R,L,R,KC,MIN,S,null,null,1,0,2019,-0.9014,1.1927,-0.3837,2.7269,null,null,null,0,2,Bot,null,null,,,553902,,190928_010740,9.0403,-137.2781,-4.3408,-13.2762,25.7619,-16.2127,3.4,1.62,129,81,10,95.268,1919,6.489,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.0104,null,null,null,null,null,null,null,19,2,4-Seam Fastball,1,4,1,4,4,1,1,4,Standard,Strategic
CH,9/27/2019,83.2,-3.0321,5.2989,Jose Berrios,656811,621244,null,ball,,,,,11,null,R,L,R,KC,MIN,B,null,null,0,0,2019,-1.0238,0.1045,-1.1545,2.7645,null,null,null,0,2,Bot,null,null,,,553902,,190928_010724,6.2213,-121.0386,0.3519,-11.0404,20.2784,-31.4179,3.3967,1.5852,null,null,null,83.025,1612,5.872,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.6275,null,null,null,null,null,null,null,19,1,Changeup,1,4,1,4,4,1,1,4,Standard,Strategic
FF,9/27/2019,95.2,-3.0555,5.5468,Jose Berrios,643436,621244,strikeout,called_strike,,,,,6,Ryan McBroom called out on strikes.  ,R,R,R,KC,MIN,S,2,null,2,2,2019,-0.7827,1.0548,0.7218,2.2731,641531,null,null,2,1,Bot,null,null,,,553902,,190928_005025,11.6318,-138.2889,-5.3606,-12.2869,25.5427,-17.7013,3.4071,1.6496,null,null,null,95.656,2202,6.267,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.2321,null,null,0,1,0,0,null,11,5,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard
FF,9/27/2019,94.4,-3.0695,5.5512,Jose Berrios,643436,621244,null,foul,,,,,5,null,R,R,R,KC,MIN,S,null,null,2,1,2019,-0.8889,0.8473,0.1363,2.8417,641531,null,null,2,1,Bot,null,null,,,553902,,190928_005000,10.3114,-137.2394,-3.3123,-13.2756,25.5599,-20.9148,3.44,1.62,217,78,27.5,94.993,2138,6.333,565780,621244,553902,543068,570731,593934,591720,592696,534606,595909,54.1665,null,null,null,null,null,null,null,11,4,4-Seam Fastball,1,2,1,2,2,1,1,2,Standard,Standard
